days,repository_language,lang_count
2013-03-14,Clojure,341
2013-03-15,Clojure,386
2013-03-16,Clojure,374
2013-03-17,Clojure,397
2013-03-18,Clojure,388
2013-03-19,Clojure,437
2013-03-20,Clojure,495
2013-03-21,Clojure,455
2013-03-22,Clojure,473
2013-03-23,Clojure,302
2013-03-24,Clojure,310
2013-03-25,Clojure,388
2013-03-26,Clojure,396
2013-03-27,Clojure,440
2013-03-28,Clojure,456
2013-03-29,Clojure,520
2013-03-30,Clojure,362
2013-03-31,Clojure,360
2013-04-01,Clojure,465
2013-04-02,Clojure,443
2013-04-03,Clojure,472
2013-04-04,Clojure,422
2013-04-05,Clojure,417
2013-04-06,Clojure,276
2013-04-07,Clojure,366
2013-04-08,Clojure,405
2013-04-09,Clojure,472
2013-04-10,Clojure,392
2013-04-11,Clojure,364
2013-04-12,Clojure,267
2013-04-13,Clojure,326
2013-04-14,Clojure,299
2013-04-15,Clojure,407
2013-04-16,Clojure,344
2013-04-17,Clojure,345
2013-04-18,Clojure,390
2013-04-19,Clojure,417
2013-04-20,Clojure,307
2013-04-21,Clojure,376
2013-04-22,Clojure,353
2013-04-23,Clojure,395
2013-04-24,Clojure,353
2013-04-25,Clojure,368
2013-04-26,Clojure,314
2013-04-27,Clojure,323
2013-04-28,Clojure,293
2013-04-29,Clojure,359
2013-04-30,Clojure,504
2013-05-01,Clojure,437
2013-05-02,Clojure,375
2013-05-03,Clojure,408
2013-05-04,Clojure,323
2013-05-05,Clojure,319
2013-05-06,Clojure,445
2013-05-07,Clojure,450
2013-05-08,Clojure,463
2013-05-09,Clojure,484
2013-05-10,Clojure,414
2013-05-11,Clojure,382
2013-05-12,Clojure,328
2013-05-13,Clojure,443
2013-05-14,Clojure,484
2013-05-15,Clojure,532
2013-05-16,Clojure,418
2013-05-17,Clojure,463
2013-05-18,Clojure,277
2013-05-19,Clojure,322
2013-05-20,Clojure,433
2013-05-21,Clojure,447
2013-05-22,Clojure,528
2013-05-23,Clojure,469
2013-05-24,Clojure,426
2013-05-25,Clojure,362
2013-05-26,Clojure,333
2013-05-27,Clojure,339
2013-05-28,Clojure,397
2013-05-29,Clojure,359
2013-05-30,Clojure,375
2013-05-31,Clojure,383
2013-06-01,Clojure,306
2013-06-02,Clojure,328
2013-06-03,Clojure,389
2013-06-04,Clojure,452
2013-06-05,Clojure,407
2013-06-06,Clojure,389
2013-06-07,Clojure,433
2013-06-08,Clojure,340
2013-06-09,Clojure,300
2013-06-10,Clojure,437
2013-06-11,Clojure,565
2013-06-12,Clojure,381
2013-06-13,Clojure,425
2013-06-14,Clojure,476
2013-06-15,Clojure,342
2013-06-16,Clojure,360
2013-06-17,Clojure,487
2013-06-18,Clojure,490
2013-06-19,Clojure,411
2013-06-20,Clojure,412
2013-06-21,Clojure,461
2013-06-22,Clojure,351
2013-06-23,Clojure,374
2013-06-24,Clojure,417
2013-06-25,Clojure,443
2013-06-26,Clojure,474
2013-06-27,Clojure,406
2013-06-28,Clojure,412
2013-06-29,Clojure,254
2013-06-30,Clojure,272
2013-07-01,Clojure,374
2013-07-02,Clojure,421
2013-07-03,Clojure,414
2013-07-04,Clojure,294
2013-07-05,Clojure,356
2013-07-06,Clojure,313
2013-07-07,Clojure,308
2013-07-08,Clojure,379
2013-07-09,Clojure,431
2013-07-10,Clojure,563
2013-07-11,Clojure,443
2013-07-12,Clojure,424
2013-07-13,Clojure,314
2013-07-14,Clojure,299
2013-07-15,Clojure,413
2013-07-16,Clojure,407
2013-07-17,Clojure,409
2013-07-18,Clojure,430
2013-07-19,Clojure,424
2013-07-20,Clojure,260
2013-07-21,Clojure,370
2013-07-22,Clojure,344
2013-07-23,Clojure,431
2013-07-24,Clojure,410
2013-07-25,Clojure,359
2013-07-26,Clojure,386
2013-07-27,Clojure,316
2013-07-28,Clojure,374
2013-07-29,Clojure,353
2013-07-30,Clojure,410
2013-07-31,Clojure,468
2013-08-01,Clojure,363
2013-08-02,Clojure,372
2013-08-03,Clojure,324
2013-08-04,Clojure,368
2013-08-05,Clojure,364
2013-08-06,Clojure,432
2013-08-07,Clojure,398
2013-08-08,Clojure,356
2013-08-09,Clojure,365
2013-08-10,Clojure,282
2013-08-11,Clojure,258
2013-08-12,Clojure,367
2013-08-13,Clojure,443
2013-08-14,Clojure,397
2013-08-15,Clojure,345
2013-08-16,Clojure,331
2013-08-17,Clojure,387
2013-08-18,Clojure,393
2013-08-19,Clojure,379
2013-08-20,Clojure,413
2013-08-21,Clojure,390
2013-08-22,Clojure,366
2013-08-23,Clojure,381
2013-08-24,Clojure,323
2013-08-25,Clojure,394
2013-08-26,Clojure,425
2013-08-27,Clojure,438
2013-08-28,Clojure,484
2013-08-29,Clojure,434
2013-08-30,Clojure,310
2013-08-31,Clojure,287
2013-09-01,Clojure,271
2013-09-02,Clojure,302
2013-09-03,Clojure,403
2013-09-04,Clojure,190
2013-09-06,Clojure,256
2013-09-07,Clojure,276
2013-09-08,Clojure,314
2013-09-09,Clojure,381
2013-09-10,Clojure,428
2013-09-11,Clojure,390
2013-09-12,Clojure,359
2013-09-13,Clojure,394
2013-09-14,Clojure,321
2013-09-15,Clojure,443
2013-09-16,Clojure,431
2013-09-17,Clojure,406
2013-09-18,Clojure,399
2013-09-19,Clojure,309
2013-09-20,Clojure,321
2013-09-21,Clojure,322
2013-09-22,Clojure,330
2013-09-23,Clojure,382
2013-09-24,Clojure,450
2013-09-25,Clojure,477
2013-09-26,Clojure,449
2013-09-27,Clojure,356
2013-09-28,Clojure,300
2013-09-29,Clojure,401
2013-09-30,Clojure,428
2013-10-01,Clojure,377
2013-10-02,Clojure,376
2013-10-03,Clojure,409
2013-10-04,Clojure,347
2013-10-05,Clojure,291
2013-10-06,Clojure,422
2013-10-07,Clojure,422
2013-10-08,Clojure,469
2013-10-09,Clojure,442
2013-10-10,Clojure,405
2013-10-11,Clojure,369
2013-10-12,Clojure,405
2013-10-13,Clojure,486
